ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,Longitude,Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,PropertyName,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearBuilt
98.0,Office,25500.0,47.55045,-122.32749,GREATER DUWAMISH,1.0,1,Small and Mid-Sized Office,25500,0,25500,THE CHAPMAN BLDG,None,0.0,None,0.0,1967
65.0,Office,126648.0,47.61732,-122.34791,DOWNTOWN,1.0,8,Large Office,126370,23630,150000,Fourth and Vine,Parking,23913.0,None,0.0,1975
72.0,Medical Office,10388.0,47.66246,-122.29342,NORTHEAST,1.0,2,Mixed Use Property,22135,0,22135,Union Bay Plaza,Office,8116.0,Retail Store,3200.0,1945
41.0,Distribution Center,48400.0,47.5794,-122.32848,GREATER DUWAMISH,1.0,2,Distribution Center,56876,0,56876,2700 4th Ave S (Best Fixture/Filson),Office,4276.0,Retail Store,4200.0,1928
66.0,Retail Store,32810.0,47.6917,-122.37617,BALLARD,1.0,1,Retail Store,32810,0,32810,1023-Crown Hill (Relo),None,0.0,None,0.0,1989
15.0,Non-Refrigerated Warehouse,45449.0,47.5316,-122.333,GREATER DUWAMISH,1.0,1,Warehouse,44000,0,44000,Kenyon Industrial Park Building B,None,0.0,None,0.0,1970
55.0,Non-Refrigerated Warehouse,27850.0,47.52549,-122.33064,GREATER DUWAMISH,1.0,1,Warehouse,27420,0,27420,Cloverdale Business Park Building E,None,0.0,None,0.0,1979
96.0,K-12 School,46545.0,47.68644,-122.38905,BALLARD,1.0,2,K-12 School,44753,0,44753,Loyal Heights Elementary,None,0.0,None,0.0,1932
43.0,K-12 School,22860.0,47.61687,-122.33533,DOWNTOWN,1.0,3,K-12 School,22860,0,22860,Spruce Street School,None,0.0,None,0.0,1995
87.0,College/University,149856.0,47.54193,-122.32404,GREATER DUWAMISH,4.0,2,University,149856,0,149856,SSCC DUWAMISH GEORGETOWN CAMPUS,None,0.0,None,0.0,2007
62.0,Non-Refrigerated Warehouse,22320.0,47.55374,-122.32498,GREATER DUWAMISH,1.0,1,Warehouse,22320,0,22320,NWCP-SEA Bldg E,None,0.0,None,0.0,1977
95.0,Hotel,19000.0,47.62174,-122.34417,LAKE UNION,1.0,3,Hotel,24930,4256,29186,Seattle Pacific Hotel,None,0.0,None,0.0,1961
88.0,Office,27262.0,47.53309,-122.33977,DELRIDGE,1.0,2,Small and Mid-Sized Office,30659,0,30659,MMFS Upper Bldg,Non-Refrigerated Warehouse,8653.0,Data Center,285.0,1988
62.0,Hotel,60245.0,47.66629,-122.3826,BALLARD,1.0,4,Hotel,39433,22948,62381,Hotel Ballard,Parking,26067.0,Swimming Pool,0.0,2013
73.0,Office,105206.0,47.64912,-122.34823,LAKE UNION,1.0,4,Large Office,113768,88855,202623,Lakeview 837 N 34th,Parking,31992.0,Fitness Center/Health Club/Gym,6374.0,2008
85.0,Non-Refrigerated Warehouse,38000.0,47.60224,-122.31529,CENTRAL,1.0,1,Warehouse,42000,0,42000,"Archives, Records and Elections Warehouse",Office,4000.0,None,0.0,1954
60.0,Other - Recreation,29880.0,47.66621,-122.37502,BALLARD,1.0,1,Other,32000,0,32000,1415 NW 52nd,Office,4700.0,None,0.0,1961
59.0,Non-Refrigerated Warehouse,123061.0,47.56064,-122.32522,GREATER DUWAMISH,1.0,1,Warehouse,123061,0,123061,FedEX van Terminal,None,0.0,None,0.0,2001
3.0,Office,158681.0,47.6176,-122.35686,DOWNTOWN,1.0,8,Large Office,191117,61986,253103,3101 Western Avenue,Parking,70190.0,Other,21782.0,1984
53.0,Office,25920.0,47.61267,-122.33852,DOWNTOWN,1.0,2,Small and Mid-Sized Office,30438,13660,44098,CENTENNIAL BUILDING,Parking,13155.0,None,0.0,1925
89.0,K-12 School,160270.0,47.69675,-122.3776,BALLARD,1.0,1,K-12 School,160270,0,160270,Whitman Middle,None,0.0,None,0.0,1959
43.0,K-12 School,33780.0,47.68642,-122.35707,NORTHWEST,1.0,3,K-12 School,28820,0,28820,St. John School,None,0.0,None,0.0,1922
82.0,Retail Store,47465.0,47.66246,-122.29898,NORTHEAST,1.0,2,Retail Store,49965,0,49965,EAST BLDG S,Other,2500.0,None,0.0,2003
98.0,K-12 School,55500.0,47.66568,-122.31368,NORTHEAST,1.0,2,K-12 School,55653,0,55653,University HTS Grade School,None,0.0,None,0.0,1928
83.0,Other - Recreation,72000.0,47.68109,-122.2618,NORTHEAST,1.0,1,Other,72000,0,72000,Tennis Center Sand Point,None,0.0,None,0.0,2013
93.0,Other,180633.0,47.5805,-122.33032,GREATER DUWAMISH,1.0,3,Other,338063,0,338063,Stanford Center Building (JSCEE),"Repair Services (Vehicle, Shoe, Locksmith, etc)",50000.0,Restaurant,50000.0,2002
92.0,Worship Facility,40445.0,47.66327,-122.37439,BALLARD,1.0,1,Worship Facility,40445,0,40445,Quest Church,None,0.0,None,0.0,1975
62.0,Other,58500.0,47.59273,-122.33455,GREATER DUWAMISH,1.0,2,Other,58492,0,58492,DOT 17G_01 1051 BUILDING,None,0.0,None,0.0,1939
81.0,Other - Lodging/Residential,29820.0,47.60055,-122.33057,DOWNTOWN,1.0,6,Other,29820,0,29820,Men's Shelter,None,0.0,None,0.0,1904
72.0,Retail Store,9750.0,47.61428,-122.31726,EAST,1.0,2,Mixed Use Property,20640,0,20640,(ID25666) POST OPTIONS,Office,9212.0,Restaurant,2450.0,1916
68.0,Parking,24052.0,47.68582,-122.33709,NORTHWEST,1.0,3,Mixed Use Property,33062,22850,55912,Lakeside Plaza,Office,23501.0,Retail Store,9561.0,1996
79.0,Office,424044.0,47.61431,-122.34244,DOWNTOWN,1.0,24,Large Office,427155,116721,543876,Fourth and Blanchard,Parking,107300.0,None,0.0,1979
96.0,Office,52759.0,47.54965,-122.3278,GREATER DUWAMISH,1.0,1,Small and Mid-Sized Office,53250,0,53250,Resource Center,Parking,0.0,None,0.0,1964
83.0,Office,51029.0,47.58034,-122.31132,GREATER DUWAMISH,1.0,2,Small and Mid-Sized Office,52554,0,52554,El Centro de la Raza,Other - Education,7849.0,None,0.0,1900
77.0,College/University,1719643.0,47.61065,-122.31711,EAST,1.0,2,University,2200000,0,2200000,Entire Campus,Parking,318960.0,None,0.0,1939
86.0,Other,50500.0,47.57941,-122.33131,GREATER DUWAMISH,1.0,2,Other,76442,0,76442,Pacific Galleries,Distribution Center,18000.0,Office,7604.0,1953
53.0,Retail Store,23500.0,47.66318,-122.37283,BALLARD,1.0,1,Retail Store,23500,0,23500,Office Max #560,None,0.0,None,0.0,1996
85.0,Office,64712.0,47.60266,-122.33332,DOWNTOWN,1.0,7,Small and Mid-Sized Office,89550,0,89550,Broderick Building,Retail Store,10058.0,Social/Meeting Hall,7030.0,1900
96.0,Self-Storage Facility,94470.0,47.63634,-122.3754,MAGNOLIA / QUEEN ANNE,1.0,3,Self-Storage Facility,94470,0,94470,Magnolia Bridge Self Storage,None,0.0,None,0.0,1956
27.0,Other - Recreation,9900.0,47.70541,-122.32232,NORTH,1.0,1,Mixed Use Property,20616,0,20616,Northgate Community Center,Fitness Center/Health Club/Gym,8577.0,Pre-school/Daycare,1364.0,2005
14.0,Non-Refrigerated Warehouse,33238.0,47.59775,-122.32219,DOWNTOWN,1.0,3,Warehouse,33238,0,33238,(ID27141) TSUE CHONG BUILDING,None,0.0,None,0.0,1992
75.0,K-12 School,54285.0,47.54176,-122.37349,DELRIDGE,1.0,2,K-12 School,54528,0,54528,West Seattle Elementary,None,0.0,None,0.0,1988
100.0,Office,68048.0,47.6123,-122.34611,DOWNTOWN,1.0,5,Small and Mid-Sized Office,66900,0,66900,U0010 - Union Stables,None,0.0,None,0.0,1909
74.0,Office,342952.0,47.60909,-122.33202,DOWNTOWN,1.0,21,Large Office,363100,93204,456304,PARK PLACE OFFICE BLDG (ID424),Parking,106466.0,None,0.0,1971
73.0,Worship Facility,24200.0,47.53857,-122.28026,SOUTHEAST,1.0,2,Worship Facility,24200,0,24200,IGLESIA NI CRISTO,Parking,0.0,None,0.0,1968
47.0,Non-Refrigerated Warehouse,19224.0,47.58032,-122.32083,GREATER DUWAMISH,1.0,1,Warehouse,20724,0,20724,Phelps Tire Co,Office,1500.0,None,0.0,1950
31.0,Supermarket/Grocery Store,39500.0,47.63718,-122.37734,MAGNOLIA / QUEEN ANNE,1.0,1,Supermarket and Grocery Store,57176,0,57176,IUC- Whole Foods Interbay,Retail Store,15000.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5500.0,2008
48.0,Senior Care Community,74840.0,47.60133,-122.31088,CENTRAL,1.0,2,Senior Care Community,74840,0,74840,Seattle Keiro,None,0.0,None,0.0,1987
75.0,Non-Refrigerated Warehouse,15000.0,47.57019,-122.32352,GREATER DUWAMISH,1.0,1,Mixed Use Property,35222,0,35222,Parts and Service building,"Repair Services (Vehicle, Shoe, Locksmith, etc)",15000.0,Retail Store,4232.0,1954
87.0,Worship Facility,22688.0,47.60321889,-122.3205567,EAST,1.0,2,Worship Facility,22688,0,22688,Japanese Baptist Church,None,0.0,None,0.0,1922
92.0,Office,120548.0,47.62004,-122.33807,LAKE UNION,1.0,6,Large Office,29910,100800,130710,202 Westlake,Parking,88960.0,Bank Branch,5436.0,2013
100.0,Non-Refrigerated Warehouse,325424.0,47.56419,-122.34262,GREATER DUWAMISH,1.0,1,Warehouse,243044,0,243044,Skyline-East Marginal,None,0.0,None,0.0,1999
71.0,Hotel,76631.0,47.60898,-122.32693,EAST,1.0,7,Hotel,76631,0,76631,Sorrento Hotel,None,0.0,None,0.0,1908
55.0,Other,19715.0,47.57507,-122.33349,GREATER DUWAMISH,2.0,1,Other,27760,0,27760,SODO Park Bldg,Office,12000.0,Retail Store,6000.0,1916
92.0,Office,994116.0,47.60723,-122.33611,DOWNTOWN,1.0,55,Large Office,1115000,285000,1400000,1201 Third Avenue,Parking,264481.0,Other,133598.0,1988
29.0,Hotel,81871.0,47.66583,-122.29965,NORTHEAST,1.0,4,Hotel,81871,0,81871,Silver Cloud University,None,0.0,None,0.0,1994
95.0,Office,23730.0,47.62353,-122.33622,LAKE UNION,1.0,3,Small and Mid-Sized Office,26176,0,26176,511 Boren,None,0.0,None,0.0,1926
92.0,K-12 School,31100.0,47.61791,-122.28594,CENTRAL,4.0,2,K-12 School,28500,0,28500,Epiphany School,None,0.0,None,0.0,2009
11.0,Non-Refrigerated Warehouse,53550.0,47.55601,-122.33627,GREATER DUWAMISH,1.0,1,Warehouse,53550,0,53550,Prologis Park Seattle 2,None,0.0,None,0.0,1960
75.0,Retail Store,50200.0,47.55032,-122.32614,GREATER DUWAMISH,1.0,1,Retail Store,50200,0,50200,Oregon Tile & Marble,None,0.0,None,0.0,1966
98.0,Office,23100.0,47.68602,-122.35674,NORTHWEST,1.0,1,Small and Mid-Sized Office,20678,0,20678,St. John Egan Hall,None,0.0,None,0.0,1960
51.0,Automobile Dealership,38787.0,47.72599,-122.29314,NORTH,1.0,2,Other,38787,0,38787,Toyota of Lake City,Parking,0.0,None,0.0,1976
100.0,Worship Facility,20039.0,47.66146,-122.2788,NORTHEAST,1.0,2,Worship Facility,20039,0,20039,Seattle Community Church,None,0.0,None,0.0,1954
78.0,Supermarket/Grocery Store,121087.0,47.7237,-122.29232,NORTH,1.0,2,Supermarket and Grocery Store,121087,187878,308965,70100179-Lake City,Parking,0.0,Parking,0.0,1995
88.0,Other - Recreation,8271.0,47.53939,-122.29536,GREATER DUWAMISH,1.0,1,Mixed Use Property,18258,0,18258,Van Asselt Community Center,Fitness Center/Health Club/Gym,8000.0,Pre-school/Daycare,1108.0,1938
18.0,Other - Entertainment/Public Assembly,69400.0,47.60729,-122.34211,DOWNTOWN,1.0,2,Other,69400,0,69400,Seattle Aquarium,None,0.0,None,0.0,1980
89.0,K-12 School,67235.0,47.68359,-122.37308,BALLARD,1.0,2,K-12 School,67235,0,67235,Whittier Elementary,None,0.0,None,0.0,1999
89.0,Office,104788.0,47.61029,-122.34089,DOWNTOWN,1.0,12,Large Office,100717,15140,115857,First and Stewart,Parking,11844.0,Restaurant,528.0,1986
100.0,Retail Store,25880.0,47.58698,-122.32397,GREATER DUWAMISH,1.0,1,Retail Store,25880,0,25880,646 S HOLGATE ST,None,0.0,None,0.0,1944
98.0,Non-Refrigerated Warehouse,164806.0,47.5725,-122.3571,DELRIDGE,1.0,1,Warehouse,170632,0,170632,3546 W Marginal Way SW,Office,5826.0,None,0.0,1966
84.0,Hotel,58006.0,47.65959,-122.31755,NORTHEAST,1.0,6,Hotel,58006,30586,88592,WATERTOWN HOTEL,Parking,30586.0,None,0.0,2001
69.0,Retail Store,41615.0,47.70708,-122.32251,NORTH,1.0,1,Retail Store,41615,0,41615,Bevmo,None,0.0,None,0.0,1966
89.0,Distribution Center,18229.0,47.65563,-122.37194,MAGNOLIA / QUEEN ANNE,1.0,2,Distribution Center,36498,0,36498,property #50,Non-Refrigerated Warehouse,17200.0,None,0.0,1960
3.0,Office,43473.0,47.55658,-122.33322,GREATER DUWAMISH,1.0,3,Small and Mid-Sized Office,43473,0,43473,UFCW21 Building,None,0.0,None,0.0,2000
98.0,K-12 School,49744.0,47.56504,-122.38455,SOUTHWEST,1.0,3,K-12 School,49744,0,49744,Seattle Lutheran High School,None,0.0,None,0.0,1965
82.0,Office,23600.0,47.64805,-122.35534,MAGNOLIA / QUEEN ANNE,1.0,2,Small and Mid-Sized Office,23600,0,23600,101 Nickerson,None,0.0,None,0.0,1981
33.0,Non-Refrigerated Warehouse,22780.0,47.54769,-122.3251,GREATER DUWAMISH,1.0,1,Warehouse,22780,0,22780,NWCP-SEA Bldg K,None,0.0,None,0.0,1966
65.0,Office,13000.0,47.59938,-122.33197,DOWNTOWN,1.0,3,Mixed Use Property,26000,0,26000,Cadillac Hotel,Other - Entertainment/Public Assembly,13000.0,None,0.0,1966
61.0,Supermarket/Grocery Store,37864.0,47.56137,-122.38524,SOUTHWEST,1.0,1,Supermarket and Grocery Store,37864,0,37864,70500883 -- West Seattle,None,0.0,None,0.0,2008
1.0,Other,34000.0,47.56774,-122.33289,GREATER DUWAMISH,1.0,1,Other,36000,0,36000,Cascade Designs Inc. Chamonix S,Office,1400.0,None,0.0,1950
96.0,Office,79384.0,47.62286,-122.33804,LAKE UNION,1.0,6,Large Office,86700,52582,139282,428 Westlake,Parking,52582.0,Financial Office,3027.0,2004
8.0,Non-Refrigerated Warehouse,19749.0,47.64306,-122.34219,MAGNOLIA / QUEEN ANNE,1.0,2,Warehouse,29498,0,29498,Nautical Landing,Office,9148.0,None,0.0,1968
22.0,Supermarket/Grocery Store,31746.0,47.54427,-122.38609,SOUTHWEST,1.0,1,Supermarket and Grocery Store,33706,0,33706,West Seattle Thriftway,None,0.0,None,0.0,1998
73.0,Office,27574.0,47.70793,-122.33316,NORTHWEST,1.0,2,Small and Mid-Sized Office,27574,0,27574,MERIDIAN NORTH OFFICE BUILDING,None,0.0,None,0.0,1982
93.0,Non-Refrigerated Warehouse,106001.0,47.5471,-122.32406,GREATER DUWAMISH,1.0,1,Warehouse,106000,0,106000,NWCP-SEA Sylv Bldg,None,0.0,None,0.0,1963
93.0,Office,15398.0,47.5644,-122.27813,SOUTHEAST,1.0,1,Office,15398,0,15398,Genesee/SC SE HQ,None,0.0,None,0.0,1960
43.0,Office,273812.0,47.59767,-122.33467,DOWNTOWN,1.0,7,Large Office,287853,0,287853,505 FIRST AVE S BLDG (ID634),Retail Store,12102.0,None,0.0,2009
94.0,Office,114919.0,47.60353,-122.33558,DOWNTOWN,1.0,6,Large Office,205521,0,205521,Colman Building,Retail Store,28643.0,None,0.0,1900
86.0,K-12 School,184125.0,47.52407,-122.26586,SOUTHEAST,1.0,2,K-12 School,184125,0,184125,Rainier Beach High,None,0.0,None,0.0,1960
8.0,Office,20410.0,47.65576,-122.34208,LAKE UNION,1.0,3,Small and Mid-Sized Office,20410,0,20410,4010 Associates,None,0.0,None,0.0,1995
60.0,Other - Entertainment/Public Assembly,11888.0,47.60849,-122.33924,DOWNTOWN,1.0,2,Other,25920,0,25920,Showbox Building,Restaurant,4329.0,Retail Store,4029.0,1916
40.0,Fitness Center/Health Club/Gym,50000.0,47.56245,-122.37805,SOUTHWEST,1.0,1,Other,33334,0,33334,West Seattle Family YMCA,Swimming Pool,0.0,None,0.0,1984
57.0,Office,55586.0,47.66587,-122.38476,BALLARD,1.0,2,Small and Mid-Sized Office,94900,0,94900,SBC52,Non-Refrigerated Warehouse,39314.0,None,0.0,1961
25.0,Office,90345.0,47.61472,-122.35566,DOWNTOWN,1.0,3,Small and Mid-Sized Office,76893,0,76893,Pier 70,Parking,33380.0,Retail Store,15845.0,1902
77.0,Office,14256.0,47.69898,-122.34162,NORTHWEST,1.0,3,Small and Mid-Sized Office,25111,0,25111,9620 Stone Ave N,Non-Refrigerated Warehouse,7850.0,Parking,0.0,1982
64.0,Other - Services,32580.0,47.66386,-122.31715,NORTHEAST,1.0,2,Other,21600,0,21600,University VW,Retail Store,9650.0,None,0.0,1924
98.0,Retail Store,40000.0,47.72736,-122.34579,NORTHWEST,1.0,1,Retail Store,48139,0,48139,Office Depot,None,0.0,None,0.0,1968
70.0,Medical Office,177748.0,47.6056366,-122.3214798,EAST,1.0,5,Medical Office,162150,112980,275130,Patricia Steele Building,None,0.0,None,0.0,2003
37.0,Office,14400.0,47.61402,-122.35016,DOWNTOWN,1.0,2,Small and Mid-Sized Office,21600,0,21600,THE MILLIONAIR CLUB,Other - Lodging/Residential,7200.0,None,0.0,1917
71.0,Office,21617.0,47.65881,-122.38382,MAGNOLIA / QUEEN ANNE,1.0,4,Small and Mid-Sized Office,22365,0,22365,Fisheries Building,None,0.0,None,0.0,1979
37.0,Retail Store,67782.0,47.52254,-122.36627,DELRIDGE,1.0,1,Retail Store,67745,0,67745,Westwood Village - Building B,None,0.0,None,0.0,1965
72.0,Medical Office,23595.0,47.67437,-122.3181,NORTHEAST,1.0,2,Medical Office,23595,0,23595,Seattle Healing Arts,None,0.0,None,0.0,1970
45.0,Distribution Center,40272.0,47.54868,-122.3255,GREATER DUWAMISH,1.0,1,Distribution Center,59090,0,59090,Washington State Ferries Building,Office,18818.0,None,0.0,1963
79.0,Retail Store,32427.0,47.52254,-122.36627,DELRIDGE,1.0,1,Retail Store,26208,0,26208,Westwood Village - Building F,None,0.0,None,0.0,2005
100.0,Other - Education,23904.0,47.69734,-122.34639,NORTHWEST,1.0,1,Mixed Use Property,66704,0,66704,Aurora Improvements,Distribution Center,18500.0,Non-Refrigerated Warehouse,18500.0,1972
26.0,Office,16855.0,47.53419,-122.36624,DELRIDGE,1.0,3,Small and Mid-Sized Office,36879,0,36879,Navos Erlick Perez,None,0.0,None,0.0,1970
94.0,Office,26295.0,47.64904,-122.34609,LAKE UNION,1.0,3,Small and Mid-Sized Office,23307,8110,31417,Northlake Plaza,Parking,12890.0,None,0.0,1985
89.0,Office,72000.0,47.59554,-122.32471,GREATER DUWAMISH,1.0,4,Small and Mid-Sized Office,72000,0,72000,RDA Building,None,0.0,None,0.0,1925
69.0,Other,36314.0,47.60219,-122.3313,DOWNTOWN,1.0,1,Other,36314,0,36314,Playhouse,None,0.0,None,0.0,1962
44.0,Other,21400.0,47.57587,-122.32789,GREATER DUWAMISH,1.0,1,Other,36400,0,36400,2960 4th Ave S (Old Pacific Industrial Supply),Retail Store,15000.0,None,0.0,2009
1.0,Other,34856.0,47.63286,-122.36141,MAGNOLIA / QUEEN ANNE,1.0,2,Other,36771,0,36771,ATWATER,None,0.0,None,0.0,1956
71.0,Office,54984.0,47.60823,-122.30956,CENTRAL,1.0,2,Small and Mid-Sized Office,54984,0,54984,Dept of Social & Health Services,None,0.0,None,0.0,1962
60.0,Office,103494.0,47.62333,-122.3296,LAKE UNION,1.0,5,Large Office,106465,70067,176532,501 Eastlake Ave. (ID394) Republican Building,Parking,70067.0,None,0.0,2001
42.0,Supermarket/Grocery Store,35042.0,47.68269,-122.28912,NORTHEAST,1.0,1,Supermarket and Grocery Store,32822,0,32822,Safeway 0423 - 35th Ave,Parking,0.0,None,0.0,1965
25.0,Restaurant,31020.0,47.61468,-122.34925,DOWNTOWN,1.0,2,Restaurant,31020,0,31020,El Gaucho Restaurant,None,0.0,None,0.0,1955
98.0,Retail Store,505103.0,47.70759,-122.3255,NORTH,1.0,1,Retail Store,530039,0,530039,Northgate Mall,Restaurant,24936.0,None,0.0,1951
95.0,Social/Meeting Hall,13364.0,47.60285,-122.31458,CENTRAL,1.0,3,Other,25864,0,25864,Washington Hall,Office,8420.0,None,0.0,1908
89.0,Office,138995.0,47.64882,-122.34905,LAKE UNION,1.0,4,Large Office,140302,103032,243334,Plaza 701 N 34th,Parking,24549.0,None,0.0,1999
32.0,Retail Store,26270.0,47.61652,-122.34854,DOWNTOWN,1.0,2,Retail Store,26270,0,26270,Store #5218_2603 Third Avenue,None,0.0,None,0.0,1931
69.0,Office,31800.0,47.55316,-122.32616,GREATER DUWAMISH,1.0,2,Small and Mid-Sized Office,40029,0,40029,The Hathaway Building,Non-Refrigerated Warehouse,8200.0,None,0.0,1982
77.0,Office,474546.0,47.66072,-122.31466,NORTHEAST,1.0,23,Large Office,474546,0,474546,UW Tower Bldg Complex,None,0.0,None,0.0,1971
44.0,Non-Refrigerated Warehouse,36000.0,47.5316,-122.333,GREATER DUWAMISH,1.0,1,Warehouse,36000,0,36000,Kenyon Business Park Building A,None,0.0,None,0.0,1973
6.0,Supermarket/Grocery Store,24377.0,47.66824,-122.28394,NORTHEAST,1.0,1,Supermarket and Grocery Store,24377,0,24377,Metropolitan Market,None,0.0,None,0.0,1973
59.0,Medical Office,146150.0,47.60796711,-122.3195445,EAST,1.0,5,Medical Office,130262,159157,289419,600 Broadway,Parking,139000.0,None,0.0,1990
97.0,Other,12960.0,47.61543,-122.34651,DOWNTOWN,1.0,2,Mixed Use Property,22616,6080,28696,U.S. BANK,Bank Branch,7760.0,Parking,6080.0,1954
5.0,Social/Meeting Hall,23835.0,47.67713,-122.35398,NORTHWEST,1.0,2,Other,28072,0,28072,Brick Building,None,0.0,None,0.0,1917
2.0,Restaurant,19200.0,47.61521,-122.33747,DOWNTOWN,1.0,3,Restaurant,33600,0,33600,FareStart,Office,14400.0,None,0.0,1923
24.0,Office,17120.0,47.61505,-122.32,EAST,1.0,4,Mixed Use Property,55520,0,55520,Oddfellows,Performing Arts,15300.0,Self-Storage Facility,13400.0,1908
96.0,K-12 School,60725.0,47.57324,-122.29058,SOUTHEAST,1.0,2,K-12 School,58933,0,58933,John Muir Elementary,None,0.0,None,0.0,1991
40.0,Other,21886.0,47.66506,-122.31656,NORTHEAST,1.0,3,Other,27908,0,27908,Fire Station 17,None,0.0,None,0.0,1929
56.0,Other/Specialty Hospital,45082.0,47.60775,-122.31198,CENTRAL,1.0,4,Other,45082,0,45082,Seattle Medical Post Acute Care,None,0.0,None,0.0,1973
11.0,Non-Refrigerated Warehouse,56900.0,47.54923,-122.32446,GREATER DUWAMISH,1.0,1,Warehouse,115620,0,115620,NWCP-SEA Bldg C,None,0.0,None,0.0,1966
42.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",25406.0,47.7162,-122.2956,NORTH,1.0,1,Other,25406,0,25406,4H Investments,None,0.0,None,0.0,1960
56.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,47.59545,-122.32146,GREATER DUWAMISH,1.0,1,Other,67356,0,67356,CSC Vehicle Maintenance (E),None,0.0,None,0.0,1950
90.0,Non-Refrigerated Warehouse,18854.0,47.70117,-122.34284,NORTHWEST,1.0,1,Warehouse,25658,0,25658,Technical Metering Operations,Office,6804.0,None,0.0,1969
59.0,Office,37993.0,47.6158,-122.35126,DOWNTOWN,1.0,5,Small and Mid-Sized Office,48505,13320,61825,First and Cedar Building,Bank Branch,3547.0,None,0.0,1974
3.0,Office,26044.0,47.58718,-122.33467,GREATER DUWAMISH,1.0,3,Mixed Use Property,53552,12586,66138,Filson World Headquarters LP,Manufacturing/Industrial Plant,13884.0,Parking,13858.0,1921
67.0,Retail Store,21909.0,47.66246,-122.29898,NORTHEAST,1.0,1,Retail Store,23409,0,23409,BLDG C,Other,1500.0,None,0.0,1956
79.0,Hotel,123920.0,47.62972,-122.32906,LAKE UNION,1.0,5,Hotel,93920,30000,123920,Silver Cloud Inn,Parking,30000.0,Swimming Pool,0.0,1998
71.0,K-12 School,37000.0,47.694,-122.28967,NORTHEAST,1.0,2,K-12 School,43645,0,43645,Our Lady of the Lake School,None,0.0,None,0.0,1949
93.0,Office,765351.0,47.60549,-122.33319,DOWNTOWN,1.0,37,Large Office,888049,164420,1052469,Fourth & Madison,Parking,185581.0,Financial Office,103478.0,2002
18.0,Non-Refrigerated Warehouse,26416.0,47.59986,-122.32987,DOWNTOWN,1.0,4,Warehouse,43484,0,43484,Seattle Lighting Fixture,Retail Store,9531.0,Office,7537.0,1906
85.0,Office,270237.0,47.61599,-122.34165,DOWNTOWN,1.0,15,Large Office,261722,116280,378002,Blanchard Plaza (CoS Energy Reporting),Parking,71602.0,None,0.0,1983
89.0,Office,1002403.0,47.61054,-122.33466,DOWNTOWN,1.0,46,Large Office,1023998,512608,1536606,US Bank Centre,Parking,377046.0,Other,53116.0,1989
87.0,Office,34647.0,47.59979,-122.3338,DOWNTOWN,1.0,4,Small and Mid-Sized Office,69817,0,69817,The Globe Building,Retail Store,26039.0,None,0.0,1900
18.0,Laboratory,42389.0,47.6177,-122.3545,DOWNTOWN,1.0,4,Mixed Use Property,70647,38700,109347,ECONET (ID#374),Parking,38700.0,Office,28258.0,1980
28.0,Office,581558.0,47.60616,-122.33165,DOWNTOWN,1.0,42,Large Office,446184,171500,617684,901 Fifth Avenue,Parking,189600.0,Retail Store,18026.0,1973
84.0,Office,40738.0,47.54693,-122.28718,GREATER DUWAMISH,1.0,2,Small and Mid-Sized Office,41262,0,41262,Dept of Social & Health Services (WSDSHS) - COPY FOR MAKENSAY,None,0.0,None,0.0,1982
96.0,Self-Storage Facility,93660.0,47.61591,-122.33238,DOWNTOWN,1.0,5,Self-Storage Facility,93660,0,93660,Seattle Vault Self Storage,None,0.0,None,0.0,1964
