,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity
1154,NonResidential,Small- and Mid-Sized Office,Administration - Cassel Crag,98101.0,3,EAST,47.61098,-122.32766,1925,1.0,4,39760,0,39760,Office,Office,39760.0,,,,,92.0,62.29999924,69.0,99.09999847,107.0,2478960.0,2741556.25,1739620.75,512225.0,227114.0,False,Compliant,149.91,3.77
1155,NonResidential,Other,Sunset Club,98101.0,3,EAST,47.61109,-122.32721,1920,1.0,3,30971,0,30971,Other,Other,30971.0,,,,,,91.19999695,96.0,185.6000061,195.3999939,2823184.0,2974354.25,230989.2969,1314572.0,1277622.0,False,Compliant,94.85,3.06
1156,NonResidential,Small- and Mid-Sized Office,Administration - Blackford Hall,98101.0,3,EAST,47.61063,-122.32741,1946,1.0,3,22667,0,22667,Office,Office,22667.0,,,,,1.0,166.1999969,182.6999969,367.3999939,387.1000061,3767135.0,4141811.25,1639341.375,1972293.0,155501.0,False,Compliant,148.55,6.55
1157,Multifamily MR (5-9),Mid-Rise Multifamily,John Winthrop Apartments,98101.0,3,EAST,47.61075,-122.32689,1925,1.0,5,52620,0,52620,Multifamily Housing,Multifamily Housing,45975.0,,,,,28.0,99.40000153,111.6999969,157.8000031,170.8000031,4571746.5,5137569.0,0.0,1175317.0,3396430.0,False,Compliant,188.58,3.58
1158,NonResidential,Warehouse,Canal Building,98103.0,6,LAKE UNION,47.64965,-122.34913,1927,1.0,2,33840,0,33840,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,18740.0,Office,13660.0,Retail Store,1440.0,,65.80000305,69.09999847,146.0,149.5,2227638.25,2339649.75,0.0,1244691.0,982947.0,False,Compliant,60.88,1.8
1159,NonResidential,Mixed Use Property,Fremont Court-Equinox Building,98103.0,6,LAKE UNION,47.6502,-122.34959,2001,5.0,3,41827,9226,32601,"Multifamily Housing, Office, Other - Mall, Parking, Restaurant",Multifamily Housing,14273.0,Office,14128.0,Parking,9680.0,,100.3000031,102.5,227.1000061,229.5,4193371.0,4288601.5,0.0,2439095.0,1754275.0,False,Compliant,110.17,2.63
1160,Multifamily LR (1-4),Low-Rise Multifamily,Bridgeview Apartments,98103.0,6,LAKE UNION,47.65061,-122.34946,1907,1.0,4,36660,0,36660,Multifamily Housing,Multifamily Housing,36660.0,,,,,98.0,25.39999962,26.70000076,56.20000076,59.59999847,930368.5,979751.1875,0.0,517619.0,412749.0,False,Compliant,25.53,0.7
1161,NonResidential,Small- and Mid-Sized Office,The Peck Building,98103.0,6,LAKE UNION,47.65114,-122.34954,2001,1.0,5,33740,6010,27730,"Office, Parking, Retail Store",Office,15908.0,Retail Store,8762.0,Parking,1500.0,79.0,52.29999924,52.29999924,164.3999939,164.3999939,1291405.25,1291405.25,0.0,1291405.0,0.0,False,Compliant,9.0,0.27
1162,NonResidential,Retail Store,Dubliner Building,98103.0,6,LAKE UNION,47.65115,-122.35024,1911,1.0,2,20516,0,20516,"Hotel, Retail Store",Retail Store,10155.0,Hotel,8000.0,,,98.0,56.29999924,61.09999847,89.59999847,93.30000305,1021796.625,1109483.125,0.0,264984.0,756812.0,False,Compliant,42.04,2.05
1163,NonResidential,Retail Store,The Fremont Building,98103.0,6,LAKE UNION,47.65019,-122.35013,1906,1.0,3,27480,0,27480,"Office, Retail Store",Retail Store,22218.0,Office,8668.0,,,88.0,39.29999924,39.29999924,123.5,123.5,1215156.25,1215156.25,0.0,1215156.0,0.0,False,Compliant,8.47,0.31
1164,Multifamily MR (5-9),Mid-Rise Multifamily,030611 - Epicenter Apartments (City of Seattle),98103.0,6,LAKE UNION,47.64985,-122.35046,2002,1.0,6,225145,0,225145,"Multifamily Housing, Parking",Multifamily Housing,119585.0,Parking,59786.0,,,93.0,30.0,30.60000038,94.19999695,96.19999695,3588718.75,3665152.0,0.0,3588719.0,0.0,False,Compliant,25.02,0.11
1165,NonResidential,Mixed Use Property,Saturn Building,98103.0,6,LAKE UNION,47.65061,-122.35159,1947,1.0,1,46958,0,46958,"Bank Branch, Bar/Nightclub, Office, Parking",Office,40313.0,Parking,33976.0,Bar/Nightclub,4579.0,95.0,38.70000076,38.70000076,104.5999985,104.5999985,1818867.875,1818867.875,0.0,1436548.0,382320.0,False,Compliant,30.32,0.65
1166,NonResidential,Distribution Center,124N35,98103.0,6,LAKE UNION,47.65214,-122.356,1984,1.0,1,26532,0,26532,Distribution Center,Distribution Center,26532.0,,,,,5.0,72.90000153,85.19999695,138.3999939,148.1000061,1934224.25,2261229.0,0.0,784585.0,1149639.0,False,Compliant,66.53,2.51
1167,NonResidential,Small- and Mid-Sized Office,FREMONT FOUNDRY,98103.0,6,LAKE UNION,47.65186,-122.35531,1981,1.0,2,22388,0,22388,"Multifamily Housing, Office",Office,19600.0,Multifamily Housing,2788.0,,,,25.70000076,27.0,69.80000305,71.19999695,576405.125,605182.6875,0.0,458439.0,117966.0,False,Compliant,9.46,0.42
1168,NonResidential,Other,155N35,98103.0,6,LAKE UNION,47.65138,-122.35565,1969,1.0,1,30730,0,30730,Other,Other,30730.0,,,,,,99.30000305,106.4000015,234.6999969,242.1000061,3050455.25,3269018.5,0.0,1918002.0,1132453.0,False,Compliant,73.52,2.39
1169,NonResidential,Small- and Mid-Sized Office,Fremont West Building,98107.0,6,LAKE UNION,47.65297,-122.35839,1986,1.0,2,35600,0,35600,"Office, Parking",Office,36839.0,Parking,0.0,,,47.0,59.0,59.59999847,181.3000031,181.8999939,2173143.75,2195095.5,0.0,2104103.0,69040.0,False,Compliant,18.34,0.52
1170,Multifamily LR (1-4),Low-Rise Multifamily,The Wesley at Cremona,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64936,-122.35836,2004,1.0,4,22625,0,22625,"Multifamily Housing, Parking",Multifamily Housing,22625.0,Parking,7875.0,,,91.0,42.40000153,45.90000153,91.5,98.5,958798.3125,1038011.188,0.0,508326.0,450472.0,False,Compliant,27.47,1.21
1171,NonResidential,Worship Facility,First Free Methodist Church,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64905,-122.36055,1949,1.0,3,62000,0,62000,"Other, Worship Facility",Worship Facility,57200.0,Other,5000.0,,,81.0,28.89999962,34.70000076,40.0,46.09999847,1799664.125,2158433.5,0.0,286965.0,1512699.0,False,Compliant,82.34,1.33
1172,NonResidential,Small- and Mid-Sized Office,101 Nickerson,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64805,-122.35534,1981,1.0,2,23600,0,23600,Office,Office,23600.0,,,,,82.0,32.90000153,35.59999847,103.3000031,111.6999969,776248.6875,839316.3125,0.0,776249.0,0.0,False,Compliant,5.41,0.23
1173,Multifamily LR (1-4),Mixed Use Property,41 Dravus St,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64848,-122.35589,1991,1.0,4,42705,0,42705,"Multifamily Housing, Office, Other, Parking, Retail Store",Multifamily Housing,19380.0,Parking,12044.0,Retail Store,9200.0,,56.59999847,56.59999847,129.6000061,129.6000061,1739693.25,1739693.25,0.0,1033503.0,706190.0,False,Compliant,44.71,1.05
1174,NonResidential,Small- and Mid-Sized Office,4 Nick,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1986,1.0,3,40067,0,40067,Office,Office,40067.0,,,,,43.0,57.5,57.5,180.5,180.5,2303732.75,2303732.75,0.0,2303732.0,0.0,False,Compliant,16.06,0.4
1175,NonResidential,Small- and Mid-Sized Office,6 Nick,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1989,1.0,3,26419,6922,19497,Office,Office,26419.0,,,,,67.0,40.70000076,40.70000076,127.8000031,127.8000031,1074989.0,1074989.0,0.0,1074989.0,0.0,False,Compliant,7.49,0.28
1176,NonResidential,Small- and Mid-Sized Office,2 Nick,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1979,1.0,3,25262,0,25262,Office,Office,25262.0,,,,,54.0,58.20000076,59.70000076,158.3000031,159.8999939,1469556.25,1508578.25,0.0,1174674.0,294882.0,False,Compliant,23.85,0.94
1177,NonResidential,Other,"Seventeen Meters, LLC",98103.0,6,LAKE UNION,47.64975,-122.35289,1996,0.0,3,53103,0,53103,Other,Other,38723.0,,,,,,126.0,126.0,390.7000122,390.7999878,4877959.0,4879644.0,0.0,4788878.0,89080.0,False,Compliant,38.12,0.72
1178,NonResidential,Small- and Mid-Sized Office,Canal Place - 150 Building,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64901,-122.35516,1980,1.0,3,34106,0,34106,Office,Office,32739.0,,,,,57.0,49.5,54.5,155.3000031,171.1999969,1619177.125,1785202.125,0.0,1619177.0,0.0,False,Compliant,11.29,0.33
1179,NonResidential,Small- and Mid-Sized Office,Canal Place - 130 Building,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64934,-122.35592,1980,1.0,3,34545,0,34545,Office,Office,34545.0,,,,,29.0,67.0,67.0,210.3000031,210.3000031,2313978.75,2313978.75,0.0,2313979.0,0.0,False,Compliant,16.13,0.47
1180,NonResidential,Small- and Mid-Sized Office,Canal Place Office Park,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64865,-122.35435,1980,1.0,3,70296,0,70296,Office,Office,70296.0,,,,,86.0,39.59999847,42.90000153,124.3000031,134.8000031,2782066.5,3018885.75,0.0,2782066.0,0.0,False,Compliant,19.39,0.28
1181,NonResidential,Small- and Mid-Sized Office,Union Trust Annex,98104.0,7,DOWNTOWN,47.59979,-122.33339,1902,1.0,4,27838,0,27838,Office,Office,27838.0,,,,,77.0,43.70000076,45.40000153,137.3000031,142.6999969,1217509.125,1265151.625,0.0,1217509.0,0.0,False,Compliant,8.49,0.3
1182,NonResidential,Distribution Center,Alaska Marine Lines,98106.0,1,DELRIDGE,47.55105,-122.34695,1971,2.0,2,28368,0,28368,"Distribution Center, Office",Distribution Center,35300.0,Office,9408.0,,,,41.5,43.20000076,113.0999985,114.8000031,1856230.625,1931830.75,0.0,1486130.0,370100.0,False,Compliant,30.02,1.06
1183,Multifamily LR (1-4),Low-Rise Multifamily,Cascade Terrace,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63291,-122.34513,1988,8.0,4,185403,32397,153006,"Multifamily Housing, Parking",Multifamily Housing,130247.0,Parking,32397.0,,,76.0,31.5,33.29999924,98.90000153,104.5,4103027.5,4332793.5,0.0,4103027.0,0.0,False,Compliant,28.6,0.15
1184,Multifamily HR (10+),High-Rise Multifamily,LOWELL-EMERSON,98101.0,7,EAST,47.60892,-122.32896,1928,1.0,11,105776,0,105776,"Multifamily Housing, Retail Store",Multifamily Housing,104426.0,Retail Store,1350.0,,,,55.79999924,59.79999924,98.09999847,103.0,5902943.0,6326284.5,4209466.0,1693477.0,0.0,False,Compliant,336.73,3.18
1185,Multifamily MR (5-9),Mid-Rise Multifamily,Summit At Lake Union,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63491,-122.34266,1995,3.0,6,131732,0,131732,"Multifamily Housing, Parking",Multifamily Housing,131732.0,Parking,69598.0,,,80.0,30.70000076,32.20000076,94.59999847,99.19999695,4039667.0,4237653.5,0.0,3934921.0,104745.0,False,Compliant,32.99,0.25
1186,Multifamily LR (1-4),Low-Rise Multifamily,Tri-Court,98133.0,5,NORTHWEST,47.73269,-122.34952,1970,1.0,3,57247,0,57247,Multifamily Housing,Multifamily Housing,57247.0,,,,,39.0,50.09999847,53.0,120.9000015,129.1999969,2870914.75,3031766.25,0.0,1870043.0,1000871.0,False,Compliant,66.19,1.16
1187,Multifamily LR (1-4),Low-Rise Multifamily,Nelson Apartments,98133.0,5,NORTHWEST,47.73255,-122.35506,2007,1.0,4,95353,0,95353,"Multifamily Housing, Office, Parking, Retail Store",Multifamily Housing,54192.0,Parking,33714.0,Office,6570.0,,29.20000076,29.89999962,91.5,93.90000153,1791865.75,1837475.875,0.0,1791866.0,0.0,False,Compliant,12.49,0.13
1188,Multifamily LR (1-4),Low-Rise Multifamily,Sterling Manor Apartments,98133.0,5,NORTHWEST,47.72305,-122.34878,1976,1.0,3,30940,0,30940,Multifamily Housing,Multifamily Housing,30940.0,,,,,82.0,22.10000038,22.10000038,69.30000305,69.30000305,682632.3125,682632.3125,0.0,682632.0,0.0,False,Compliant,4.76,0.15
1189,NonResidential,Other,Stone Avenue Building,98133.0,5,NORTHWEST,47.72471,-122.3412,1964,1.0,2,92080,0,92080,Other,Other,92129.0,,,,,,56.0,58.29999924,130.8999939,133.3000031,5155090.5,5368434.5,0.0,3179345.0,1975745.0,False,Compliant,127.1,1.38
1190,Multifamily MR (5-9),Mid-Rise Multifamily,Cambridge at Bitter Lake,98133.0,5,NORTHWEST,47.72435,-122.34697,2007,1.0,6,186870,0,186870,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,151444.0,Parking,45569.0,Office,6388.0,86.0,46.5,48.40000153,95.19999695,99.30000305,7539963.5,7849797.0,0.0,3594445.0,3945518.0,False,Compliant,234.6,1.26
1191,NonResidential,Other,Granite Curling Club,98133.0,5,NORTHWEST,47.72288,-122.34065,1961,1.0,1,20236,0,20236,Other - Recreation,Other - Recreation,20236.0,,,,,,97.09999847,103.1999969,224.6000061,236.1999969,1965182.25,2089365.125,0.0,1187424.0,777758.0,False,Compliant,49.58,2.45
1192,NonResidential,Small- and Mid-Sized Office,"Cochran, Inc",98133.0,5,NORTHWEST,47.72004,-122.34418,1951,1.0,2,39815,0,39815,"Non-Refrigerated Warehouse, Office",Office,27118.0,Non-Refrigerated Warehouse,12697.0,,,62.0,51.5,54.20000076,132.1999969,135.1000061,2050600.75,2158188.5,0.0,1488811.0,561790.0,False,Compliant,40.22,1.01
1193,Multifamily LR (1-4),Low-Rise Multifamily,Northline Apartments,98133.0,5,NORTHWEST,47.73375,-122.34851,1978,16.0,3,89068,0,89068,"Multifamily Housing, Parking",Multifamily Housing,74125.0,Parking,6325.0,,,38.0,40.20000076,42.59999847,126.1999969,133.6999969,2980240.5,3155555.75,0.0,2980240.0,0.0,False,Compliant,20.78,0.23
1194,Nonresidential COS,Other,Mary's Place (PI Bank),98133.0,5,NORTHWEST,47.72299,-122.34293,1970,1.0,4,25557,0,25557,Residential Care Facility,Residential Care Facility,25557.0,,,,,,89.19999695,89.19999695,280.2000122,280.2000122,2280352.5,2280352.5,0.0,2280352.0,0.0,False,Compliant,15.9,0.62
1195,Nonresidential COS,Other,HLF FFD VMG (A),98133.0,5,NORTHWEST,47.72134,-122.34102,1958,1.0,2,26994,0,26994,"Office, Other - Services",Other - Services,16243.0,Office,10751.0,,,,114.0,123.0,187.8999939,197.3999939,3076813.25,3320817.0,0.0,881662.0,2195151.0,False,Compliant,122.73,4.55
1196,NonResidential,Warehouse,Comcast,98133.0,5,NORTHWEST,47.72183,-122.34328,1972,1.0,1,48112,0,48112,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,48112.0,,,,,73.0,30.89999962,30.39999962,97.0,95.5,1485945.875,1463960.0,0.0,1485946.0,0.0,False,Compliant,10.36,0.22
1197,NonResidential,Other,(ID#21221) KC Metro Transit North Facilities Maintenance,98133.0,5,NORTHWEST,47.72065,-122.34318,2009,1.0,1,20909,0,20909,"Other - Public Services, Parking",Other - Public Services,19050.0,Parking,0.0,,,,63.40000153,68.09999847,141.0,145.8999939,1208029.25,1296995.0,0.0,678411.0,529618.0,False,Compliant,32.86,1.57
1198,NonResidential,Small- and Mid-Sized Office,Laurel Building,98133.0,5,NORTHWEST,47.73387,-122.34722,2001,1.0,2,42793,16518,26275,"Office, Parking",Office,26275.0,Parking,16518.0,,,27.0,67.40000153,71.19999695,211.8000031,223.6000061,1772188.5,1871245.75,0.0,1772188.0,0.0,False,Compliant,12.35,0.29
1199,Multifamily MR (5-9),Mid-Rise Multifamily,"Four Freedoms House of Seattle, Inc.",98133.0,5,NORTHWEST,47.72644,-122.34923,1964,1.0,7,240192,0,240192,"Multifamily Housing, Parking",Multifamily Housing,164894.0,Parking,11400.0,,,44.0,79.90000153,84.09999847,134.3000031,139.3000031,13171370.0,13863655.0,0.0,3981142.0,9190227.0,False,Compliant,515.85,2.15
1200,Multifamily LR (1-4),Low-Rise Multifamily,The View at Bitter Lake Apartments,98133.0,5,NORTHWEST,47.72678,-122.35493,1989,1.0,4,52122,0,52122,"Multifamily Housing, Parking",Multifamily Housing,60000.0,Parking,6000.0,,,76.0,24.20000076,25.20000076,75.90000153,79.30000305,1451145.875,1514658.75,0.0,1451146.0,0.0,False,Compliant,10.12,0.19
1201,NonResidential,Other,Fitness International North Seattle,98133.0,5,NORTHWEST,47.72644,-122.34338,2007,1.0,2,45000,0,45000,Other - Recreation,Other - Recreation,45000.0,,,,,,131.3999939,135.6999969,276.1000061,280.5,5912066.0,6104259.5,0.0,2973668.0,2938397.0,False,Compliant,176.79,3.93
1202,Multifamily LR (1-4),Low-Rise Multifamily,Bitter Lake Manor,98133.0,5,NORTHWEST,47.72376,-122.35102,1983,1.0,3,59301,0,59301,Multifamily Housing,Multifamily Housing,59301.0,,,,,51.0,31.5,32.90000153,98.80000305,103.4000015,1866802.375,1952345.5,0.0,1866802.0,0.0,False,Compliant,13.01,0.22
1203,NonResidential,Retail Store,PETSMART 0375 (ID21236),98133.0,5,NORTHWEST,47.72337,-122.34373,1998,1.0,1,26115,0,26115,Retail Store,Retail Store,26115.0,,,,,43.0,64.69999695,67.40000153,159.8000031,161.5,1689372.625,1760626.0,0.0,1148350.0,541023.0,False,Compliant,36.74,1.41
1204,Multifamily MR (5-9),Mid-Rise Multifamily,New Haven at Bitter Lake,98133.0,5,NORTHWEST,47.72357,-122.34766,2006,1.0,7,262316,0,262316,"Lifestyle Center, Multifamily Housing, Office, Parking",Multifamily Housing,150540.0,Office,52456.0,Parking,47984.0,95.0,37.40000153,39.09999847,92.30000305,96.59999847,7996408.5,8377599.0,0.0,5434634.0,2561773.0,False,Compliant,173.94,0.66
1205,NonResidential,Worship Facility,Seattle North,98105.0,4,NORTHEAST,47.6702,-122.32066,1949,1.0,1,26033,0,26033,"Parking, Worship Facility",Worship Facility,30044.0,Parking,0.0,,,78.0,38.20000076,44.70000076,63.79999924,72.30000305,1149140.25,1343672.875,0.0,340323.0,808817.0,False,Compliant,45.33,1.74
1206,Multifamily LR (1-4),Low-Rise Multifamily,146 Shoreline LLC,98105.0,4,NORTHEAST,47.67179,-122.31781,1999,0.0,4,51326,0,51326,"Multifamily Housing, Retail Store",Multifamily Housing,44742.0,Retail Store,6584.0,,,,35.59999847,38.70000076,70.90000153,75.5,1827424.125,1988159.375,0.0,823574.0,1003850.0,False,Compliant,59.06,1.15
1207,NonResidential,K-12 School,"Seattle Country Day School Bldgs 1,2 & 4",98109.0,7,MAGNOLIA / QUEEN ANNE,47.64344,-122.3509,2007,1.0,4,48660,0,48660,K-12 School,K-12 School,49468.0,,,,,82.0,38.0,42.79999924,74.69999695,80.40000153,1881516.125,2115259.0,0.0,822509.0,1059007.0,False,Compliant,61.98,1.27
1208,NonResidential,Senior Care Community,Queen Anne Healthcare,98109.0,7,MAGNOLIA / QUEEN ANNE,47.6441,-122.34795,1970,1.0,2,46539,0,46539,Senior Care Community,Senior Care Community,46539.0,,,,,73.0,116.0,120.0999985,225.3999939,232.6999969,5400049.5,5589312.5,0.0,2306556.0,3093493.0,False,Compliant,180.38,3.88
1209,Multifamily LR (1-4),Low-Rise Multifamily,rivoli apartments,98121.0,7,DOWNTOWN,47.61294,-122.3441,1910,1.0,3,35520,0,35520,"Multifamily Housing, Retail Store",Multifamily Housing,25000.0,Retail Store,10000.0,,,98.0,43.09999847,45.70000076,64.90000153,68.19999695,1509775.0,1598280.625,0.0,328650.0,1181125.0,False,Compliant,65.02,1.83
1210,NonResidential,Residence Hall,(ID21262) El Rey Apts,98121.0,7,DOWNTOWN,47.61283,-122.34392,1909,1.0,4,29796,0,29796,Residence Hall/Dormitory,Residence Hall/Dormitory,29796.0,,,,,47.0,75.0,77.5,138.0,140.6999969,2233262.0,2309752.75,0.0,845812.0,1387450.0,False,Compliant,79.58,2.67
1211,NonResidential,Retail Store,N0030 - Patagonia/DKA,98121.0,7,DOWNTOWN,47.6123,-122.34395,1920,1.0,2,26400,0,26400,"Office, Parking, Retail Store",Retail Store,14428.0,Office,7200.0,Parking,2788.0,36.0,45.5,46.90000153,121.3000031,121.1999969,983595.875,1013921.625,0.0,761163.0,222433.0,False,Compliant,17.12,0.65
1212,NonResidential,Small- and Mid-Sized Office,First & Lenora,98121.0,7,DOWNTOWN,47.61185,-122.3434,1918,1.0,3,38148,0,38148,"Office, Retail Store",Office,37853.0,Retail Store,12495.0,,,98.0,25.10000038,25.10000038,78.69999695,78.69999695,1262255.75,1262255.75,0.0,1262255.0,0.0,False,Compliant,8.8,0.23
1213,Multifamily MR (5-9),Mid-Rise Multifamily,Oxford Apartments,98101.0,7,DOWNTOWN,47.61098,-122.34162,1909,1.0,6,40950,0,40950,Multifamily Housing,Multifamily Housing,24067.0,,,,,37.0,53.0,57.09999847,166.3000031,179.3000031,1274555.0,1373995.5,0.0,1274555.0,0.0,False,Compliant,8.89,0.22
1214,NonResidential,Mixed Use Property,Rex Land Building (Block 56SE) - SEDO,98109.0,7,LAKE UNION,47.62231,-122.34145,1928,1.0,2,28800,0,28800,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14400.0,Office,14400.0,,,,15.89999962,18.10000038,34.79999924,37.09999847,456953.0,521523.1875,0.0,249311.0,207642.0,False,Compliant,12.77,0.44
1215,NonResidential,Worship Facility,Church of Scientology Washington State,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62232,-122.36101,1955,1.0,5,31945,0,31945,"Parking, Worship Facility",Worship Facility,31945.0,Parking,0.0,,,4.0,56.5,56.5,177.6000061,177.6000061,1806468.0,1806468.0,0.0,1806468.0,0.0,False,Compliant,12.59,0.39
1216,Multifamily MR (5-9),Mid-Rise Multifamily,323 W. Republican Pl. Inc,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62307,-122.36173,1992,1.0,5,33183,0,33183,"Multifamily Housing, Office, Parking",Multifamily Housing,20087.0,Parking,10625.0,Office,2471.0,,26.20000076,27.70000076,82.40000153,87.0,591622.8125,624669.8125,0.0,591623.0,0.0,False,Compliant,4.12,0.12
1217,Multifamily MR (5-9),Mid-Rise Multifamily,Uptown Queen Anne,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62145,-122.35849,2001,1.0,6,80592,30583,50009,"Multifamily Housing, Parking",Multifamily Housing,50009.0,Parking,32454.0,,,,32.79999924,33.79999924,102.0999985,105.5,1637794.75,1691635.25,0.0,1620983.0,16812.0,False,Compliant,12.19,0.15
1218,Multifamily MR (5-9),Mid-Rise Multifamily,Harrison Square,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62158,-122.35897,1994,0.0,9,228675,0,228675,"Multifamily Housing, Parking",Multifamily Housing,162928.0,Parking,53061.0,,,94.0,32.20000076,33.90000153,82.0,86.19999695,5238940.5,5524926.0,0.0,3763285.0,1475655.0,False,Compliant,104.61,0.46
1219,Multifamily MR (5-9),Mid-Rise Multifamily,Metro On First,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62013,-122.35843,2001,1.0,7,137324,0,137324,"Multifamily Housing, Parking",Multifamily Housing,91685.0,Parking,45639.0,,,100.0,32.29999924,32.70000076,75.80000305,76.19999695,2960159.75,2994941.75,0.0,1838907.0,1121252.0,False,Compliant,72.37,0.53
1220,NonResidential,Small- and Mid-Sized Office,Salvation Army NW Div. HQ,98109.0,7,MAGNOLIA / QUEEN ANNE,47.6189,-122.35713,1985,1.0,5,85963,33055,52908,"Office, Parking",Office,52908.0,Parking,33055.0,,,43.0,84.69999695,84.69999695,265.8999939,265.8999939,4480961.0,4480961.0,0.0,4480960.0,0.0,False,Compliant,31.24,0.36
1221,Multifamily MR (5-9),Mid-Rise Multifamily,LaVie at Queen Anne,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62072,-122.35702,2004,1.0,6,101192,41840,59352,Multifamily Housing,Multifamily Housing,59352.0,,,,,45.0,30.70000076,30.79999924,95.30000305,95.5,1819315.875,1829567.875,0.0,1793064.0,26252.0,False,Compliant,13.89,0.14
1222,Multifamily LR (1-4),Low-Rise Multifamily,419 QAAN BUILDING,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62279,-122.35708,1912,0.0,3,22200,0,22200,Multifamily Housing,Multifamily Housing,21120.0,,,,,,21.20000076,22.89999962,50.09999847,55.0,446877.6875,484262.9063,0.0,281486.0,165392.0,False,Compliant,10.75,0.48
